,Dx Name,Mx Name,Import,LR (+),LR (-),Dx Prevalence,Prevalence
94,CHOLEDOCHOLITHIASIS,CHEST PERCUSSION DIAPHRAGM ELEVATED UNILATERAL,,1.0,1.0,3,0.001
95,CHOLEDOCHOLITHIASIS,CHEST PERCUSSION DIAPHRAGM MOVEMENT DECREASED UNILATERAL,,1.0,1.0,3,0.001
96,CHOLEDOCHOLITHIASIS,CHEST PERCUSSION DULL LOCALIZED,,1.0,1.0,3,0.001
97,CHOLEDOCHOLITHIASIS,CHEST XRAY DIAPHRAGM ELEVATED UNILATERAL,,1.0,1.0,3,0.001
98,CHOLEDOCHOLITHIASIS,CHEST XRAY ESOPHAGUS AIR FLUID LEVEL <S>,,1.0,1.0,3,0.001
99,CHOLEDOCHOLITHIASIS,CHEST XRAY LUNG FIELD <S> ABNORMAL,,1.0,1.0,3,0.001
100,CHOLEDOCHOLITHIASIS,CHEST XRAY PLATE LIKE DENSITY <IES>,,1.0,1.0,3,0.001
101,CHOLEDOCHOLITHIASIS,CHEST XRAY PLEURAL EFFUSION <S> SMALL,,1.0,1.0,3,0.001
102,CHOLEDOCHOLITHIASIS,CHLORIDE SERUM DECREASED,,1.0,1.0,3,0.001
103,CHOLEDOCHOLITHIASIS,CHOLANGIOGRAPHY COMMON DUCT AND INTRAHEPATIC DUCT <S> DILATED,4.0,2996.9999999990705,0.500083430669114,3,0.001
104,CHOLEDOCHOLITHIASIS,CHOLANGIOGRAPHY COMMON DUCT IRREGULAR NARROWING DISTAL,,1.0,1.0,3,0.001
105,CHOLEDOCHOLITHIASIS,CHOLANGIOGRAPHY COMMON DUCT ROUND FILLING DEFECT <S>,4.0,8991.000000003194,0.25002085592725454,3,0.001
106,CHOLEDOCHOLITHIASIS,CHOLECYSTECTOMY HX,1.0,10.090909090909081,0.9090081892629663,3,0.001
107,CHOLEDOCHOLITHIASIS,CHOLESTEROL SERUM DECREASED,,1.0,1.0,3,0.001
108,CHOLEDOCHOLITHIASIS,CHOLESTEROL SERUM INCREASED,2.0,10.090909090909081,0.5260663507109005,3,0.001
109,CHOLEDOCHOLITHIASIS,CHVOSTEK SIGN POSITIVE,,1.0,1.0,3,0.001
110,CHOLEDOCHOLITHIASIS,CIGARETTE SMOKING HX,,1.0,1.0,3,0.001
111,CHOLEDOCHOLITHIASIS,COLON BARIUM ENEMA FILLING DEFECT ILEOCECAL VALVE AREA,,1.0,1.0,3,0.001
112,CHOLEDOCHOLITHIASIS,COLON BARIUM ENEMA FILLING DEFECT RIGHT COLON <NON ILEOCECAL>,,1.0,1.0,3,0.001
113,CHOLEDOCHOLITHIASIS,COLON BARIUM ENEMA INTERNAL MARGIN <S> IRREGULAR,,1.0,1.0,3,0.001
114,CHOLEDOCHOLITHIASIS,COLON BARIUM ENEMA MULTIPLE NODULAR FILLING DEFECT <S>,,1.0,1.0,3,0.001
115,CHOLEDOCHOLITHIASIS,COLON BARIUM ENEMA THUMBPRINTING,,1.0,1.0,3,0.001
116,CHOLEDOCHOLITHIASIS,COLON BARIUM ENEMA WALL THICKENED,,1.0,1.0,3,0.001
117,CHOLEDOCHOLITHIASIS,COLONOSCOPY BIOPSY GRANULOMA <S> NON CASEATING,,1.0,1.0,3,0.001
118,CHOLEDOCHOLITHIASIS,COLONOSCOPY MULTIPLE NODULAR FILLING DEFECT <S>,,1.0,1.0,3,0.001
119,CHOLEDOCHOLITHIASIS,CONJUNCTIVA AND/OR MOUTH PALLOR,,1.0,1.0,3,0.001
120,CHOLEDOCHOLITHIASIS,CONSTIPATION,,1.0,1.0,3,0.001
121,CHOLEDOCHOLITHIASIS,CONTRACEPTIVE ORAL ADMINISTRATION PRIOR TO CURRENT ILLNESS HX,,1.0,1.0,3,0.001
122,CHOLEDOCHOLITHIASIS,CORTICOSTEROID ADMINISTRATION PRIOR TO CURRENT ILLNESS HX,,1.0,1.0,3,0.001
123,CHOLEDOCHOLITHIASIS,COUGH,,1.0,1.0,3,0.001
124,CHOLEDOCHOLITHIASIS,CYTOTOXIC DRUG ADMINISTRATION PRIOR TO CURRENT ILLNESS HX,,1.0,1.0,3,0.001
125,CHOLEDOCHOLITHIASIS,DEHYDRATION,,1.0,1.0,3,0.001
126,CHOLEDOCHOLITHIASIS,DEPRESSION HX,,1.0,1.0,3,0.001
127,CHOLEDOCHOLITHIASIS,DIARRHEA ACUTE,,1.0,1.0,3,0.001
128,CHOLEDOCHOLITHIASIS,DIARRHEA CHRONIC,,1.0,1.0,3,0.001
129,CHOLEDOCHOLITHIASIS,DIARRHEA INTERMITTENT,,1.0,1.0,3,0.001
130,CHOLEDOCHOLITHIASIS,DIET RAW FISH INGESTION RECENT HX,,1.0,1.0,3,0.001
131,CHOLEDOCHOLITHIASIS,DUODENAL BULB BARIUM MEAL DEFORMITY,,1.0,1.0,3,0.001
132,CHOLEDOCHOLITHIASIS,DUODENAL BULB BARIUM MEAL ULCER CRATER <S>,,1.0,1.0,3,0.001
133,CHOLEDOCHOLITHIASIS,DUODENUM BARIUM MEAL DISTAL ULCER CRATER <S>,,1.0,1.0,3,0.001
134,CHOLEDOCHOLITHIASIS,DUODENUM BARIUM MEAL LOOP ENLARGED,,1.0,1.0,3,0.001
135,CHOLEDOCHOLITHIASIS,DUODENUM BARIUM MEAL MUCOSAL FOLDS THICK FLAT IRREGULAR,,1.0,1.0,3,0.001
136,CHOLEDOCHOLITHIASIS,DUODENUM ENDOSCOPY ULCER CRATER <S>,,1.0,1.0,3,0.001
137,CHOLEDOCHOLITHIASIS,DYSPHAGIA LIQUID <S>,,1.0,1.0,3,0.001
138,CHOLEDOCHOLITHIASIS,DYSPHAGIA SOLID <S>,,1.0,1.0,3,0.001
139,CHOLEDOCHOLITHIASIS,DYSPNEA AT REST,,1.0,1.0,3,0.001
140,CHOLEDOCHOLITHIASIS,EKG SINUS TACHYCARDIA,,1.0,1.0,3,0.001
141,CHOLEDOCHOLITHIASIS,EKG ST SEGMENT DEPRESSION WITHOUT RECIPROCAL ELEVATION,,1.0,1.0,3,0.001
142,CHOLEDOCHOLITHIASIS,EKG T WAVE <S> INVERTED,,1.0,1.0,3,0.001
143,CHOLEDOCHOLITHIASIS,EKG VENTRICULAR PREMATURE CONTRACTION <S>,,1.0,1.0,3,0.001
144,CHOLEDOCHOLITHIASIS,EMACIATION,,1.0,1.0,3,0.001
145,CHOLEDOCHOLITHIASIS,ESOPHAGOSCOPY BIOPSY GRANULOMA <S> NON CASEATING,,1.0,1.0,3,0.001
146,CHOLEDOCHOLITHIASIS,ESOPHAGOSCOPY DISTAL NARROWING,,1.0,1.0,3,0.001
147,CHOLEDOCHOLITHIASIS,ESOPHAGOSCOPY INTRINSIC FILLING DEFECT,,1.0,1.0,3,0.001
148,CHOLEDOCHOLITHIASIS,ESOPHAGOSCOPY STRICTURE,,1.0,1.0,3,0.001
149,CHOLEDOCHOLITHIASIS,ESOPHAGUS BARIUM MEAL DILATATION,,1.0,1.0,3,0.001
150,CHOLEDOCHOLITHIASIS,ESOPHAGUS BARIUM MEAL DISTAL NARROWING,,1.0,1.0,3,0.001
151,CHOLEDOCHOLITHIASIS,ESOPHAGUS BARIUM MEAL INTRINSIC FILLING DEFECT,,1.0,1.0,3,0.001
152,CHOLEDOCHOLITHIASIS,ESOPHAGUS BARIUM MEAL PERISTALSIS DECREASED,,1.0,1.0,3,0.001
153,CHOLEDOCHOLITHIASIS,ESOPHAGUS BARIUM MEAL STRICTURE,,1.0,1.0,3,0.001
154,CHOLEDOCHOLITHIASIS,ESOPHAGUS BARIUM SWALLOW ABNORMAL,,1.0,1.0,3,0.001
155,CHOLEDOCHOLITHIASIS,ESTROGEN ADMINISTRATION PRIOR TO CURRENT ILLNESS HX,,1.0,1.0,3,0.001
156,CHOLEDOCHOLITHIASIS,ETHNIC BACKGROUND AMERICAN INDIAN,2.0,1.0,1.0,3,0.001
157,CHOLEDOCHOLITHIASIS,EXTREMITY <IES> DRAINING SINUS <ES>,,1.0,1.0,3,0.001
158,CHOLEDOCHOLITHIASIS,FACTOR VII PROCONVERTIN DECREASED,3.0,10.090909090909081,0.9090081892629663,3,0.001
159,CHOLEDOCHOLITHIASIS,FECES BLACK TARRY,,1.0,1.0,3,0.001
160,CHOLEDOCHOLITHIASIS,FECES GUAIAC TEST POSITIVE,,1.0,1.0,3,0.001
161,CHOLEDOCHOLITHIASIS,FECES LIGHT COLORED,2.0,111.00000000000114,0.502262443438914,3,0.001
162,CHOLEDOCHOLITHIASIS,FECES MEAT FIBER <S> INCREASED,,1.0,1.0,3,0.001
163,CHOLEDOCHOLITHIASIS,FEVER,,1.0,1.0,3,0.001
164,CHOLEDOCHOLITHIASIS,FEVER INTERMITTENT,,1.0,1.0,3,0.001
165,CHOLEDOCHOLITHIASIS,FINGER <S> CLUBBED,,1.0,1.0,3,0.001
166,CHOLEDOCHOLITHIASIS,GALLBLADDER ORAL CHOLECYSTOGRAPHY NON VISUALIZED,3.0,110.9999999999993,0.25170068027210885,3,0.001
167,CHOLEDOCHOLITHIASIS,GALLBLADDER PALPABLE,4.0,10.090909090909195,0.9909820542880332,3,0.001
168,CHOLEDOCHOLITHIASIS,GASTRECTOMY HX,,1.0,1.0,3,0.001
169,CHOLEDOCHOLITHIASIS,GLUCOSE PLASMA FASTING 130 TO 300,,1.0,1.0,3,0.001
170,CHOLEDOCHOLITHIASIS,GLUCOSE PLASMA FASTING LESS THAN 45,,1.0,1.0,3,0.001
171,CHOLEDOCHOLITHIASIS,GLYCOSURIA,,1.0,1.0,3,0.001
172,CHOLEDOCHOLITHIASIS,HEMATEMESIS AFTER FORCEFUL VOMITING,,1.0,1.0,3,0.001
173,CHOLEDOCHOLITHIASIS,HEMATEMESIS GROSS,,1.0,1.0,3,0.001
174,CHOLEDOCHOLITHIASIS,HEMATEMESIS HX,,1.0,1.0,3,0.001
175,CHOLEDOCHOLITHIASIS,HEMATOCRIT BLOOD GTR THAN 50,,1.0,1.0,3,0.001
176,CHOLEDOCHOLITHIASIS,HEMATOCRIT BLOOD LESS THAN 35,,1.0,1.0,3,0.001
177,CHOLEDOCHOLITHIASIS,HEMATOCRIT BLOOD RAPID DECREASE,,1.0,1.0,3,0.001
178,CHOLEDOCHOLITHIASIS,HEMOGLOBIN BLOOD GTR THAN 17,,1.0,1.0,3,0.001
179,CHOLEDOCHOLITHIASIS,HEMOGLOBIN BLOOD LESS THAN 12,,1.0,1.0,3,0.001
180,CHOLEDOCHOLITHIASIS,HEMORRHAGE GASTROINTESTINAL ACUTE RECENT HX,,1.0,1.0,3,0.001
181,CHOLEDOCHOLITHIASIS,HEPATOMEGALY PRESENT,2.0,10.090909090909088,0.27007299270072993,3,0.001
182,CHOLEDOCHOLITHIASIS,HICCUPS,,1.0,1.0,3,0.001
183,CHOLEDOCHOLITHIASIS,HIP <S> PAIN,,1.0,1.0,3,0.001
184,CHOLEDOCHOLITHIASIS,HIP <S> XRAY FEMORAL HEAD ASEPTIC NECROSIS,,1.0,1.0,3,0.001
185,CHOLEDOCHOLITHIASIS,IMMUNOELECTROPHORESIS SERUM IGE INCREASED,,1.0,1.0,3,0.001
186,CHOLEDOCHOLITHIASIS,INTESTINE <SMALL> BIOPSY GRANULOMA <S> NON CASEATING,,1.0,1.0,3,0.001
187,CHOLEDOCHOLITHIASIS,INTESTINE BARIUM MEAL FRAGMENTATION AND/OR MOULAGE SIGN,,1.0,1.0,3,0.001
188,CHOLEDOCHOLITHIASIS,INTESTINE BARIUM MEAL MUCOSAL FOLDS THICK,,1.0,1.0,3,0.001
189,CHOLEDOCHOLITHIASIS,INTESTINE BARIUM MEAL NODULAR FILLING DEFECT <S>,,1.0,1.0,3,0.001
190,CHOLEDOCHOLITHIASIS,INTESTINE BARIUM MEAL WALL <S> THICKENED,,1.0,1.0,3,0.001
191,CHOLEDOCHOLITHIASIS,INTESTINE RADIOISOTOPE SCAN NEGATIVE AFTER IV I131 ROSE BENGAL,3.0,111.00000000000114,0.9008115419296664,3,0.001
192,CHOLEDOCHOLITHIASIS,JAUNDICE,5.0,111.00000000000114,0.502262443438914,3,0.001
193,CHOLEDOCHOLITHIASIS,JAUNDICE CHRONIC PERSISTENT HX,3.0,10.090909090909081,0.9090081892629663,3,0.001
194,CHOLEDOCHOLITHIASIS,JAUNDICE FAMILY HX,2.0,10.090909090909081,0.9090081892629663,3,0.001
195,CHOLEDOCHOLITHIASIS,JAUNDICE INTERMITTENT HX,3.0,111.00000000000114,0.502262443438914,3,0.001
196,CHOLEDOCHOLITHIASIS,JOINT <S> EFFUSION,,1.0,1.0,3,0.001
197,CHOLEDOCHOLITHIASIS,JOINT <S> EXAM ABNORMAL,,1.0,1.0,3,0.001
198,CHOLEDOCHOLITHIASIS,JOINT <S> INVOLVEMENT FIRST METATARSOPHALANGEAL,,1.0,1.0,3,0.001
199,CHOLEDOCHOLITHIASIS,JOINT <S> INVOLVEMENT MONOARTICULAR,,1.0,1.0,3,0.001
200,CHOLEDOCHOLITHIASIS,JOINT <S> INVOLVEMENT POLYARTICULAR ASYMMETRICAL,,1.0,1.0,3,0.001
201,CHOLEDOCHOLITHIASIS,JOINT <S> PAIN SEVERE,,1.0,1.0,3,0.001
202,CHOLEDOCHOLITHIASIS,JOINT <S> RANGE OF MOTION DECREASED,,1.0,1.0,3,0.001
203,CHOLEDOCHOLITHIASIS,JOINT <S> TENDERNESS SWELLING REDNESS,,1.0,1.0,3,0.001
204,CHOLEDOCHOLITHIASIS,JOINT <S> XRAY PERIARTICULAR OSTEOPOROSIS,,1.0,1.0,3,0.001
205,CHOLEDOCHOLITHIASIS,JOINT FLUID NEUTROPHIL <S> PREDOMINANT,,1.0,1.0,3,0.001
206,CHOLEDOCHOLITHIASIS,JOINT FLUID OBTAINED BY ASPIRATION,,1.0,1.0,3,0.001
207,CHOLEDOCHOLITHIASIS,JOINT FLUID WBC 3000 TO 20000,,1.0,1.0,3,0.001
208,CHOLEDOCHOLITHIASIS,JOINT FLUID WBC LESS THAN 3000,,1.0,1.0,3,0.001
209,CHOLEDOCHOLITHIASIS,KETONE <S> PLASMA INCREASED,,1.0,1.0,3,0.001
210,CHOLEDOCHOLITHIASIS,KNEE <S> PAIN,,1.0,1.0,3,0.001
211,CHOLEDOCHOLITHIASIS,KVEIM TEST POSITIVE,,1.0,1.0,3,0.001
212,CHOLEDOCHOLITHIASIS,LDH SERUM GTR THAN 200,4.0,10.090909090909195,0.9909820542880332,3,0.001
213,CHOLEDOCHOLITHIASIS,LIPASE SERUM INCREASED,,1.0,1.0,3,0.001
214,CHOLEDOCHOLITHIASIS,LIPOPROTEINEMIA TYPE IV,,1.0,1.0,3,0.001
215,CHOLEDOCHOLITHIASIS,LIVER BIOPSY BILE DUCT <S> ECTASIA,4.0,110.9999999999993,0.25170068027210885,3,0.001
216,CHOLEDOCHOLITHIASIS,LIVER BIOPSY BILE PLUGGING,3.0,110.9999999999993,0.25170068027210885,3,0.001
217,CHOLEDOCHOLITHIASIS,LIVER BIOPSY PERIDUCTAL CONCENTRIC FIBROSIS,4.0,111.00000000000114,0.9008115419296664,3,0.001
218,CHOLEDOCHOLITHIASIS,LIVER BIOPSY PERIPORTAL FIBROSIS MILD,3.0,10.090909090909081,0.9090081892629663,3,0.001
219,CHOLEDOCHOLITHIASIS,LIVER BIOPSY SMALL BILE DUCT <S> PROLIFERATION,3.0,110.9999999999993,0.25170068027210885,3,0.001
220,CHOLEDOCHOLITHIASIS,LIVER ENLARGED MODERATE,4.0,111.00000000000114,0.502262443438914,3,0.001
221,CHOLEDOCHOLITHIASIS,LIVER ENLARGED SLIGHT,3.0,10.090909090909081,0.9090081892629663,3,0.001
